transaction_id,user_id,account_id,payment_type,amount,status,timestamp
T2105,U2404,A2913,Card,251.12,completed,2026-02-03 18:43:14
T2106,U1786,A2623,Card,18.32,completed,2026-02-01 22:20:14
T2107,U633,A1904,Wire,229.0,failed,2026-02-13 07:28:21
T2108,U2207,A22,Card,782.61,completed,2026-02-04 14:11:09
T2109,U2127,A863,Card,258.64,completed,2026-02-10 15:13:41
T2110,U2209,A1460,Wire,422.68,completed,2026-02-24 05:21:57
T2111,U1569,A2535,Card,1602.1,completed,2026-02-28 05:18:35
T2112,U1113,A1222,ACH,167.15,failed,2026-02-09 21:26:38
T2113,U95,A2723,Card,20.88,completed,2026-02-19 23:33:23
T2114,U2266,A1864,Wire,1156.49,completed,2026-02-11 05:54:09
T2115,U2929,A1382,Wire,108.54,completed,2026-02-15 08:05:51
T2116,U1473,A1182,Wire,203.33,completed,2026-02-27 16:46:50
T2117,U2640,A418,Card,221.07,completed,2026-02-02 12:09:47
T2118,U572,A1519,Card,350.04,completed,2026-02-06 21:43:48
T2119,U2886,A967,ACH,511.44,completed,2026-02-13 13:19:30
T2120,U2192,A837,ACH,167.88,completed,2026-02-15 23:41:07
T2121,U230,A2707,Card,42.97,completed,2026-02-05 19:48:46
T2122,U2712,A2729,ACH,270.23,failed,2026-02-25 16:37:31
T2123,U2651,A165,Wire,596.33,completed,2026-02-19 10:59:09
T2124,U1905,A2644,Wire,403.7,completed,2026-02-11 06:21:45
T2125,U2057,A861,Wire,92.51,completed,2026-02-09 13:04:39
T2126,U2747,A686,ACH,242.78,completed,2026-02-26 12:51:56
T2127,U782,A1687,ACH,475.06,completed,2026-02-05 09:47:01
T2128,U1500,A553,Wire,119.24,completed,2026-02-04 05:51:08
T2129,U2048,A2207,ACH,671.45,completed,2026-02-21 07:15:14
T2130,U776,A1345,Wire,398.89,completed,2026-02-17 21:25:40
T2131,U997,A1957,ACH,27.44,completed,2026-02-07 02:23:29
T2132,U1745,A2238,Card,1121.29,completed,2026-02-22 01:37:16
T2133,U2817,A1485,Card,692.17,completed,2026-02-09 13:16:06
T2134,U2234,A2724,ACH,1446.21,completed,2026-02-17 12:20:41
T2135,U2402,A1108,ACH,301.86,completed,2026-02-15 16:48:41
T2136,U2850,A2036,Card,99.53,completed,2026-02-01 06:32:13
T2137,U187,A353,Card,107.28,completed,2026-02-02 07:27:59
T2138,U710,A739,ACH,212.02,completed,2026-02-12 02:24:39
T2139,U1881,A594,Card,494.05,failed,2026-02-16 13:32:37
T2140,U284,A1582,Card,1112.94,completed,2026-02-09 18:10:27
T2141,U329,A799,Card,62.33,completed,2026-02-16 09:44:23
T2142,U1639,A2964,Card,1662.84,completed,2026-02-14 11:44:55
T2143,U1525,A2098,ACH,365.41,completed,2026-02-17 02:06:02
T2144,U620,A2095,Card,477.66,completed,2026-02-12 14:41:52
T2145,U2604,A1894,ACH,1456.32,pending,2026-02-08 07:42:13
T2146,U764,A1405,Wire,675.93,completed,2026-02-24 23:49:58
T2147,U2812,A2771,Card,63.34,completed,2026-02-16 09:15:23
T2148,U1513,A2778,Wire,48.64,completed,2026-02-27 22:44:03
T2149,U198,A1633,ACH,140.24,completed,2026-02-24 23:30:10
T2150,U540,A1328,Card,509.05,completed,2026-02-09 21:00:58
T2151,U1996,A2924,Wire,763.09,completed,2026-02-23 04:48:07
T2152,U1557,A1453,Wire,470.57,completed,2026-02-27 00:33:50
T2153,U728,A637,Wire,271.03,completed,2026-02-25 05:47:11
T2154,U2653,A2417,Wire,394.15,completed,2026-02-27 23:09:29
T2155,U2968,A2265,Wire,454.11,completed,2026-02-08 11:19:42
T2156,U15,A839,Card,190.13,completed,2026-02-06 00:18:34
T2157,U1683,A211,Wire,706.92,completed,2026-02-01 13:26:25
T2158,U1946,A1130,Card,569.62,completed,2026-02-19 12:04:25
T2159,U2471,A1003,Card,202.6,failed,2026-02-27 22:13:34
T2160,U264,A1604,ACH,565.12,completed,2026-02-12 20:28:49
T2161,U1636,A2020,Wire,275.3,completed,2026-02-24 06:39:17
T2162,U2022,A1123,Wire,184.96,completed,2026-02-22 13:06:38
T2163,U2195,A913,Card,1289.45,completed,2026-02-11 01:16:47
T2164,U1073,A2575,Wire,1487.23,completed,2026-02-28 01:38:34
T2165,U2206,A1473,Card,3.28,completed,2026-02-10 01:51:42
T2166,U1562,A2437,Card,964.8,completed,2026-02-20 02:17:28
T2167,U2790,A774,ACH,191.19,pending,2026-02-04 08:21:32
T2168,U123,A2336,Wire,225.82,completed,2026-02-15 14:41:27
T2169,U2401,A1524,Card,78.63,completed,2026-02-28 06:54:09
T2170,U1742,A3000,ACH,1736.73,completed,2026-02-23 13:00:58
T2171,U328,A2645,Card,726.46,completed,2026-02-01 15:21:13
T2172,U1205,A1446,Wire,734.36,pending,2026-02-20 15:56:38
T2173,U1213,A823,ACH,29.77,completed,2026-02-13 02:35:32
T2174,U1541,A2625,Wire,786.15,completed,2026-02-14 20:12:52
T2175,U1815,A1508,Card,393.36,completed,2026-02-27 14:18:46
T2176,U1390,A1988,Card,8.1,completed,2026-02-09 04:38:21
T2177,U970,A2423,Card,304.24,failed,2026-02-04 11:17:14
T2178,U2639,A2084,Wire,524.64,completed,2026-02-19 17:29:04
T2179,U1717,A453,ACH,99.76,completed,2026-02-13 00:23:30
T2180,U2113,A2802,Wire,112.2,completed,2026-02-27 11:40:51
T2181,U900,A700,Card,159.15,pending,2026-02-13 20:27:48
T2182,U2174,A1705,Wire,178.54,completed,2026-02-18 17:23:06
T2183,U1603,A489,Wire,537.6,completed,2026-02-05 07:02:08
T2184,U2636,A2550,ACH,827.62,completed,2026-02-05 17:29:48
T2185,U1257,A1959,Card,630.37,completed,2026-02-16 11:29:44
T2186,U2278,A466,Wire,429.48,completed,2026-02-14 00:48:32
T2187,U379,A63,ACH,143.85,completed,2026-02-10 16:11:01
T2188,U655,A1632,ACH,1651.16,completed,2026-02-23 12:40:25
T2189,U889,A1294,Card,947.08,failed,2026-02-05 12:40:05
T2190,U17,A424,ACH,298.4,completed,2026-02-17 16:40:06
T2191,U2784,A1504,Wire,357.25,completed,2026-02-01 07:11:20
T2192,U1000,A1979,Wire,2339.4,completed,2026-02-21 23:39:01
T2193,U2229,A2105,ACH,340.58,completed,2026-02-24 02:23:21
T2194,U1024,A1322,Card,525.26,pending,2026-02-05 05:48:21
T2195,U2947,A1345,Card,127.16,completed,2026-02-06 22:46:19
T2196,U557,A2620,ACH,173.76,completed,2026-02-14 16:52:44
T2197,U1497,A2889,Card,1349.87,completed,2026-02-26 16:28:37
T2198,U2612,A68,ACH,1212.02,completed,2026-02-17 20:19:54
T2199,U702,A246,ACH,113.51,completed,2026-02-03 10:13:42
T2200,U1169,A2124,Card,781.38,completed,2026-02-12 15:15:07
T2201,U1651,A2978,Wire,74.68,completed,2026-02-14 12:12:51
T2202,U2453,A2802,ACH,211.08,completed,2026-02-12 02:39:49
T2203,U845,A862,ACH,40.03,completed,2026-02-19 03:41:56
T2204,U47,A1615,ACH,103.59,completed,2026-02-19 07:10:06
T2205,U1417,A1872,Wire,736.53,completed,2026-02-28 15:32:26
T2206,U58,A2067,Card,2298.01,failed,2026-02-07 17:22:15
T2207,U1312,A738,Wire,311.48,completed,2026-02-16 20:40:40
T2208,U2262,A2396,ACH,38.74,completed,2026-02-01 23:57:08
T2209,U625,A630,ACH,149.74,completed,2026-02-27 08:33:31
T2210,U2820,A1715,ACH,396.54,completed,2026-02-16 06:26:22
T2211,U1879,A1708,Card,1175.17,completed,2026-02-22 00:20:54
T2212,U889,A484,Wire,1668.56,failed,2026-02-10 16:18:58
T2213,U2838,A427,Wire,187.11,completed,2026-02-08 10:49:58
T2214,U720,A136,Wire,1152.83,failed,2026-02-20 07:30:19
T2215,U1335,A1651,Wire,326.64,completed,2026-02-23 21:07:52
T2216,U2115,A1209,Wire,486.17,pending,2026-02-23 03:23:46
T2217,U2944,A1027,Wire,243.51,pending,2026-02-02 01:27:43
T2218,U673,A2890,Wire,862.63,failed,2026-02-18 10:05:27
T2219,U1182,A1220,ACH,786.52,completed,2026-02-03 08:29:05
T2220,U1968,A370,Card,1343.99,completed,2026-02-26 05:38:40
T2221,U1732,A622,Card,390.45,failed,2026-02-25 14:12:27
T2222,U1012,A465,Card,108.13,completed,2026-02-15 20:57:59
T2223,U2819,A37,Card,1506.13,completed,2026-02-13 11:53:00
T2224,U2793,A2535,Wire,398.29,completed,2026-02-13 06:21:32
T2225,U2456,A1723,Wire,65.71,completed,2026-02-12 08:33:46
T2226,U298,A1673,ACH,839.21,completed,2026-02-18 09:03:31
T2227,U2364,A1929,Wire,20.5,completed,2026-02-25 00:56:24
T2228,U2977,A1347,Wire,1409.89,completed,2026-02-05 16:38:08
T2229,U2412,A2926,Wire,848.44,completed,2026-02-12 16:29:26
T2230,U743,A533,Wire,32.0,completed,2026-02-05 16:30:53
T2231,U2807,A2168,ACH,1179.94,completed,2026-02-18 05:54:47
T2232,U633,A1003,Wire,118.28,completed,2026-02-12 01:21:25
T2233,U2371,A2383,Wire,318.48,completed,2026-02-14 22:27:42
T2234,U2826,A481,Card,351.37,completed,2026-02-22 04:46:49
T2235,U906,A370,Card,217.67,completed,2026-02-07 08:03:32
T2236,U1548,A1008,ACH,169.99,completed,2026-02-02 14:27:12
T2237,U2602,A115,Card,1934.66,completed,2026-02-12 18:54:38
T2238,U2549,A2361,Card,34.9,completed,2026-02-08 23:06:30
T2239,U1738,A261,Wire,76.47,completed,2026-02-23 20:54:35
T2240,U758,A2134,Wire,36.86,completed,2026-02-08 21:29:46
T2241,U2338,A288,Card,263.73,completed,2026-02-09 08:55:34
T2242,U439,A1736,ACH,1395.01,completed,2026-02-13 18:33:51
T2243,U710,A2316,Wire,2267.11,failed,2026-02-15 19:25:56
T2244,U379,A2197,ACH,1176.3,completed,2026-02-24 02:57:12
T2245,U2683,A1270,Wire,850.18,completed,2026-02-13 15:40:38
T2246,U498,A2551,Wire,446.24,completed,2026-02-08 13:34:48
T2247,U2498,A967,ACH,68.8,completed,2026-02-09 07:14:14
T2248,U1012,A650,Card,398.23,completed,2026-02-26 04:26:06
T2249,U1679,A1290,Card,957.03,completed,2026-02-21 21:27:20
T2250,U2366,A1655,Wire,144.83,completed,2026-02-07 20:44:09
T2251,U500,A2025,Card,418.4,completed,2026-02-17 10:26:56
T2252,U2819,A1409,Wire,363.13,completed,2026-02-23 22:42:52
T2253,U1702,A2256,Wire,19.26,completed,2026-02-22 05:33:06
T2254,U1581,A1739,ACH,720.15,pending,2026-02-22 05:01:54
T2255,U2864,A2635,Card,464.82,completed,2026-02-02 13:05:06
T2256,U475,A2548,Wire,422.33,completed,2026-02-15 03:37:30
T2257,U271,A544,Card,34.1,completed,2026-02-24 23:58:17
T2258,U559,A1968,ACH,883.85,completed,2026-02-12 13:25:44
T2259,U2296,A1316,Wire,56.71,completed,2026-02-18 21:50:05
T2260,U244,A208,ACH,65.55,completed,2026-02-03 10:47:46
T2261,U1063,A702,Wire,92.86,completed,2026-02-05 04:35:45
T2262,U3000,A454,Wire,490.9,completed,2026-02-05 01:25:27
T2263,U1275,A1442,ACH,87.63,completed,2026-02-16 03:23:34
T2264,U1589,A929,Wire,641.77,completed,2026-02-12 13:21:54
T2265,U718,A1518,ACH,696.28,completed,2026-02-06 18:44:23
T2266,U2394,A1971,Card,35.36,completed,2026-02-28 06:13:01
T2267,U1045,A949,Wire,1118.15,completed,2026-02-02 23:18:27
T2268,U1007,A1851,Wire,7.2,failed,2026-02-16 19:17:55
T2269,U315,A1836,ACH,22.78,completed,2026-02-06 13:25:48
T2270,U1417,A2615,Card,84.64,completed,2026-02-12 06:59:02
T2271,U1323,A442,Wire,1793.11,completed,2026-02-20 18:43:44
T2272,U2108,A2651,ACH,364.85,failed,2026-02-11 00:42:45
T2273,U2252,A1561,Wire,617.15,completed,2026-02-16 00:46:29
T2274,U883,A1480,Wire,219.92,completed,2026-02-08 18:11:58
T2275,U2377,A2853,ACH,62.97,completed,2026-02-06 08:02:01
T2276,U2879,A1481,Wire,391.27,completed,2026-02-23 10:37:11
T2277,U1828,A1993,Card,80.56,completed,2026-02-19 20:21:27
T2278,U2978,A1259,Card,486.32,completed,2026-02-17 01:37:38
T2279,U354,A1253,Wire,580.55,completed,2026-02-13 13:08:42
T2280,U2860,A1888,Card,538.2,completed,2026-02-08 20:15:04
T2281,U418,A2379,Wire,1122.66,failed,2026-02-27 07:33:21
T2282,U1118,A2546,Wire,299.38,completed,2026-02-23 12:00:20
T2283,U2168,A1969,Card,427.55,completed,2026-02-09 14:36:15
T2284,U280,A646,Wire,48.66,completed,2026-02-15 23:59:14
T2285,U2062,A71,Wire,109.61,completed,2026-02-21 03:28:43
T2286,U404,A372,ACH,833.43,completed,2026-02-14 21:28:13
T2287,U70,A2531,Wire,834.42,pending,2026-02-04 16:24:57
T2288,U476,A1817,Card,249.18,completed,2026-02-26 23:56:35
T2289,U2748,A1178,Wire,102.08,completed,2026-02-27 03:01:19
T2290,U141,A2987,ACH,274.17,completed,2026-02-14 08:32:15
T2291,U471,A2276,Card,1409.73,pending,2026-02-09 04:15:11
T2292,U1649,A44,ACH,525.34,pending,2026-02-26 17:37:23
T2293,U2971,A285,ACH,930.67,completed,2026-02-18 09:20:56
T2294,U606,A1768,Card,607.95,pending,2026-02-26 14:29:09
T2295,U2417,A2803,Card,839.99,completed,2026-02-15 18:25:45
T2296,U887,A2060,Card,1081.77,completed,2026-02-08 08:16:27
T2297,U328,A1079,ACH,78.17,completed,2026-02-05 04:49:09
T2298,U2190,A1993,ACH,805.0,completed,2026-02-13 00:01:41
T2299,U347,A1001,Wire,568.17,completed,2026-02-24 09:26:44
T2300,U1041,A701,Wire,772.75,completed,2026-02-13 09:07:10
T2301,U1998,A2008,Card,580.5,completed,2026-02-02 17:35:50
T2302,U1189,A2416,ACH,127.38,completed,2026-02-04 10:05:08
T2303,U593,A1354,Card,493.96,failed,2026-02-02 16:20:44
T2304,U1708,A2058,ACH,512.62,completed,2026-02-13 23:07:12
T2305,U2475,A875,ACH,644.32,completed,2026-02-17 04:21:12
T2306,U157,A1079,ACH,199.81,completed,2026-02-17 05:40:16
T2307,U672,A2336,Card,506.53,completed,2026-02-15 06:31:46
T2308,U1473,A2369,Wire,331.28,completed,2026-02-05 01:56:54
T2309,U1323,A447,Card,47.79,completed,2026-02-12 20:00:08
T2310,U948,A2901,Card,525.65,completed,2026-02-07 18:51:31
T2311,U1740,A204,ACH,51.14,completed,2026-02-26 05:06:36
T2312,U55,A1204,ACH,815.04,completed,2026-02-14 13:05:26
T2313,U1194,A2380,ACH,998.56,completed,2026-02-11 10:02:26
T2314,U1876,A815,ACH,127.7,completed,2026-02-23 09:04:11
T2315,U2327,A676,Wire,681.01,completed,2026-02-26 15:33:43
T2316,U1711,A339,Card,956.3,completed,2026-02-10 00:36:56
T2317,U2031,A1985,ACH,163.47,completed,2026-02-02 04:47:00
T2318,U528,A2793,Card,436.58,failed,2026-02-26 13:34:59
T2319,U2824,A657,Wire,113.61,completed,2026-02-02 20:55:10
T2320,U2512,A1318,ACH,380.86,pending,2026-02-03 12:46:53
T2321,U1790,A1066,Card,847.51,pending,2026-02-10 09:02:58
T2322,U2211,A1609,Card,86.73,completed,2026-02-08 00:46:07
T2323,U483,A1931,Wire,205.54,completed,2026-02-28 11:04:31
T2324,U1717,A822,Card,526.53,completed,2026-02-24 17:09:16
T2325,U1834,A884,ACH,268.44,completed,2026-02-04 08:14:37
T2326,U1931,A34,Wire,618.77,completed,2026-02-14 00:29:21
T2327,U1909,A1669,Card,104.52,completed,2026-02-02 01:56:28
T2328,U1009,A1774,Wire,485.36,completed,2026-02-13 05:14:39
T2329,U1927,A1577,Card,11.24,completed,2026-02-24 22:49:12
T2330,U787,A2577,Wire,124.56,completed,2026-02-24 03:55:01
T2331,U353,A492,ACH,206.37,completed,2026-02-17 02:15:50
T2332,U885,A2589,Wire,421.16,completed,2026-02-01 19:34:31
T2333,U2845,A400,ACH,223.65,completed,2026-02-09 10:47:47
T2334,U911,A2898,Card,1545.18,failed,2026-02-02 02:51:06
T2335,U565,A586,ACH,183.73,completed,2026-02-10 07:50:10
T2336,U890,A2935,ACH,523.85,completed,2026-02-05 10:30:29
T2337,U2743,A2177,ACH,485.91,completed,2026-02-17 10:52:49
T2338,U2763,A1271,Card,624.7,completed,2026-02-16 11:50:58
T2339,U1360,A1451,Wire,1996.7,failed,2026-02-26 04:18:11
T2340,U2930,A2763,Wire,246.04,completed,2026-02-18 06:51:14
T2341,U1995,A2186,Card,453.07,failed,2026-02-02 21:03:17
T2342,U2943,A386,Card,254.03,completed,2026-02-24 10:35:01
T2343,U2538,A849,Wire,600.03,completed,2026-02-21 13:13:30
T2344,U2843,A2210,Wire,262.06,completed,2026-02-25 08:51:19
T2345,U861,A2532,Wire,1024.42,completed,2026-02-08 23:32:54
T2346,U2559,A431,Wire,490.77,completed,2026-02-03 14:13:54
T2347,U2179,A484,Card,412.27,pending,2026-02-15 19:20:24
T2348,U2590,A2961,Card,322.16,completed,2026-02-22 07:39:07
T2349,U723,A800,ACH,645.07,completed,2026-02-17 13:34:58
T2350,U2414,A1239,Wire,175.09,completed,2026-02-03 03:20:53
T2351,U2859,A809,ACH,376.99,completed,2026-02-27 23:50:38
T2352,U1569,A319,Card,1054.65,completed,2026-02-04 04:04:14
T2353,U1742,A1299,Wire,541.04,completed,2026-02-02 22:42:36
T2354,U2405,A96,Card,410.21,completed,2026-02-24 13:53:44
T2355,U811,A1035,Wire,1336.13,completed,2026-02-12 21:24:20
T2356,U2789,A1050,ACH,191.71,completed,2026-02-28 13:06:38
T2357,U771,A495,Wire,367.22,pending,2026-02-10 07:16:45
T2358,U1997,A2989,ACH,140.13,pending,2026-02-15 09:24:37
T2359,U2770,A278,Wire,93.31,completed,2026-02-05 16:25:42
T2360,U1569,A2468,Card,1024.91,completed,2026-02-19 22:17:02
T2361,U2143,A374,Wire,1228.73,completed,2026-02-07 15:08:28
T2362,U532,A170,Card,149.73,completed,2026-02-22 13:30:20
T2363,U2928,A2825,Card,30.26,completed,2026-02-03 07:38:56
T2364,U1180,A888,Wire,2297.63,completed,2026-02-06 03:19:08
T2365,U1911,A1282,Wire,842.07,completed,2026-02-04 21:07:41
T2366,U1225,A456,Wire,46.68,completed,2026-02-04 22:22:35
T2367,U1326,A1085,Card,148.73,completed,2026-02-24 18:40:50
T2368,U1703,A2679,ACH,40.48,completed,2026-02-15 08:24:21
T2369,U862,A1846,Card,421.38,completed,2026-02-26 19:46:56
T2370,U2175,A898,Card,1537.22,failed,2026-02-24 18:23:19
T2371,U2857,A1362,Wire,1125.07,completed,2026-02-05 00:59:34
T2372,U1978,A1922,Card,200.01,completed,2026-02-01 14:38:10
T2373,U1876,A256,Wire,466.68,completed,2026-02-20 11:04:46
T2374,U2349,A419,Wire,1013.6,completed,2026-02-24 11:20:49
T2375,U1101,A648,Card,417.2,completed,2026-02-23 09:40:23
T2376,U533,A1627,Wire,634.22,pending,2026-02-03 01:54:36
T2377,U133,A1369,Card,48.27,completed,2026-02-03 03:05:01
T2378,U1997,A1613,Wire,129.48,completed,2026-02-12 02:49:51
T2379,U882,A1723,Card,123.41,completed,2026-02-14 16:03:10
T2380,U1250,A2584,Wire,32.97,completed,2026-02-12 15:25:22
T2381,U1134,A2263,ACH,1036.6,completed,2026-02-04 21:55:25
T2382,U2898,A2478,ACH,53.09,completed,2026-02-10 22:42:16
T2383,U1641,A1985,ACH,430.1,completed,2026-02-01 23:24:10
T2384,U605,A48,Wire,519.69,completed,2026-02-05 00:14:18
T2385,U1464,A302,Card,205.29,completed,2026-02-01 01:48:45
T2386,U75,A2423,Wire,319.47,completed,2026-02-18 20:16:01
T2387,U1661,A2176,Wire,45.78,completed,2026-02-06 10:12:14
T2388,U1640,A2344,Card,371.85,completed,2026-02-11 20:26:34
T2389,U2083,A2776,ACH,506.26,completed,2026-02-17 20:20:23
T2390,U253,A1337,Card,798.37,completed,2026-02-28 06:05:05
T2391,U1923,A2313,ACH,218.59,pending,2026-02-19 21:57:53
T2392,U784,A2672,ACH,1179.45,completed,2026-02-19 00:02:38
T2393,U1671,A1058,Wire,24.35,completed,2026-02-28 19:08:19
T2394,U1958,A153,ACH,1.38,completed,2026-02-12 10:10:22
T2395,U1534,A1376,Card,1284.24,completed,2026-02-17 12:40:35
T2396,U2931,A2431,ACH,69.82,completed,2026-02-07 20:45:10
T2397,U1416,A1052,Wire,362.64,pending,2026-02-08 06:23:04
T2398,U244,A901,Wire,198.17,completed,2026-02-11 13:18:47
T2399,U1499,A639,ACH,123.26,completed,2026-02-07 22:09:41
T2400,U471,A586,Card,54.76,failed,2026-02-22 03:47:07
T2401,U2462,A1007,Card,1239.83,completed,2026-02-26 00:26:49
T2402,U1610,A308,Wire,292.06,failed,2026-02-28 12:04:56
T2403,U1668,A2170,ACH,402.55,completed,2026-02-10 13:08:21
T2404,U2082,A1086,Card,650.85,completed,2026-02-13 15:05:39
T2405,U927,A1840,Card,1476.67,completed,2026-02-19 19:52:21
T2406,U1862,A1153,Wire,78.61,pending,2026-02-11 10:49:28
T2407,U2007,A1362,Wire,518.77,completed,2026-02-06 13:58:54
T2408,U1490,A1316,Card,150.25,completed,2026-02-21 13:52:10
T2409,U1906,A638,Wire,171.04,completed,2026-02-15 20:42:44
T2410,U581,A1593,Card,870.52,completed,2026-02-06 04:35:36
T2411,U339,A170,Wire,639.53,completed,2026-02-17 06:36:33
T2412,U673,A333,ACH,261.92,completed,2026-02-18 01:34:12
T2413,U1418,A848,ACH,377.37,pending,2026-02-24 04:33:33
T2414,U2560,A93,Wire,708.89,completed,2026-02-02 02:40:38
T2415,U1246,A1571,ACH,783.57,completed,2026-02-22 03:07:00
T2416,U2223,A608,Card,137.68,completed,2026-02-21 08:17:25
T2417,U1966,A814,Card,621.79,failed,2026-02-02 09:16:37
T2418,U1041,A1916,Wire,727.23,failed,2026-02-17 17:55:49
T2419,U1000,A565,Card,537.1,completed,2026-02-18 00:03:13
T2420,U1531,A266,Card,2.97,completed,2026-02-04 22:14:16
T2421,U1133,A1754,Wire,241.03,completed,2026-02-19 22:51:18
T2422,U1953,A887,Card,400.05,failed,2026-02-01 15:10:53
T2423,U2487,A1485,Card,75.2,completed,2026-02-03 02:19:38
T2424,U2265,A1766,Card,11.59,completed,2026-02-09 16:24:35
T2425,U2925,A2620,ACH,660.56,completed,2026-02-11 09:45:43
T2426,U468,A1067,Wire,34.6,completed,2026-02-14 10:26:08
T2427,U404,A2034,Card,513.19,completed,2026-02-21 12:37:41
T2428,U1402,A2696,ACH,237.39,completed,2026-02-12 21:10:52
T2429,U2802,A735,Wire,51.19,completed,2026-02-10 13:16:01
T2430,U657,A336,ACH,342.38,completed,2026-02-18 17:10:10
T2431,U2083,A923,Card,393.46,completed,2026-02-09 07:45:48
T2432,U2272,A2363,ACH,34.53,completed,2026-02-17 20:32:39
T2433,U1108,A887,ACH,1714.57,completed,2026-02-20 04:27:37
T2434,U969,A1547,Card,688.1,completed,2026-02-09 22:13:26
T2435,U1358,A2121,Card,127.01,completed,2026-02-23 08:52:10
T2436,U2398,A2135,Card,14.67,completed,2026-02-25 09:29:49
T2437,U2566,A2006,Wire,146.32,completed,2026-02-23 17:17:29
T2438,U1125,A779,ACH,994.53,completed,2026-02-03 03:06:15
T2439,U50,A1989,Card,1005.96,completed,2026-02-23 18:51:44
T2440,U589,A7,Card,969.01,completed,2026-02-22 22:37:27
T2441,U410,A1640,ACH,251.37,completed,2026-02-13 16:07:39
T2442,U1955,A714,Wire,832.85,completed,2026-02-09 01:18:38
T2443,U2581,A15,Card,46.01,completed,2026-02-21 05:14:45
T2444,U1792,A2231,Card,218.36,completed,2026-02-23 20:29:35
T2445,U1712,A3,Wire,335.54,completed,2026-02-24 01:41:55
T2446,U1780,A307,Card,58.46,failed,2026-02-22 02:59:15
T2447,U614,A513,ACH,1023.0,completed,2026-02-03 08:15:23
T2448,U212,A747,Wire,15.95,completed,2026-02-03 11:37:26
T2449,U1760,A2460,ACH,151.62,completed,2026-02-04 21:01:35
T2450,U423,A2985,Wire,93.48,pending,2026-02-15 13:31:02
T2451,U1351,A552,Card,952.65,completed,2026-02-15 18:21:49
T2452,U2518,A2570,Wire,295.19,completed,2026-02-07 09:30:42
T2453,U882,A2744,Card,124.55,completed,2026-02-25 03:45:18
T2454,U1529,A1456,Wire,570.71,completed,2026-02-02 13:07:50
T2455,U325,A1220,Card,637.53,completed,2026-02-27 13:55:05
T2456,U1776,A2459,ACH,1186.35,completed,2026-02-05 03:07:49
T2457,U693,A680,Wire,281.03,completed,2026-02-02 06:43:00
T2458,U1703,A1981,Wire,210.0,failed,2026-02-02 19:28:18
T2459,U1747,A1564,Wire,53.3,completed,2026-02-05 13:39:30
T2460,U1736,A819,Card,739.63,completed,2026-02-14 03:33:24
T2461,U251,A1764,Wire,226.07,failed,2026-02-16 22:36:40
T2462,U1049,A2879,ACH,492.64,failed,2026-02-07 10:37:06
T2463,U2481,A263,ACH,1927.56,completed,2026-02-24 04:37:04
T2464,U1489,A1413,Card,816.49,completed,2026-02-09 12:17:42
T2465,U40,A2362,ACH,1161.22,completed,2026-02-28 12:36:32
T2466,U546,A1191,ACH,338.77,failed,2026-02-24 15:19:05
T2467,U2623,A2815,ACH,400.25,completed,2026-02-11 05:21:23
T2468,U1758,A1616,ACH,573.93,completed,2026-02-16 04:41:13
T2469,U1112,A1603,ACH,328.01,completed,2026-02-01 22:38:27
T2470,U2732,A1981,Wire,521.51,completed,2026-02-27 16:57:21
T2471,U2931,A585,Card,2094.61,completed,2026-02-17 12:12:27
T2472,U1256,A2983,Card,604.41,completed,2026-02-10 06:06:37
T2473,U1633,A250,Card,1219.26,completed,2026-02-01 15:48:37
T2474,U1296,A932,ACH,16.99,completed,2026-02-26 21:23:57
T2475,U2421,A1839,Card,622.51,completed,2026-02-16 08:05:46
T2476,U1596,A871,Card,358.7,completed,2026-02-24 08:45:40
T2477,U320,A1398,ACH,29.98,completed,2026-02-20 22:44:40
T2478,U1809,A1312,Card,45.46,completed,2026-02-21 17:17:11
T2479,U112,A1206,Wire,305.0,completed,2026-02-24 06:08:57
T2480,U1674,A2251,Card,576.83,completed,2026-02-16 01:36:32
T2481,U610,A2371,Wire,351.62,completed,2026-02-15 23:35:14
T2482,U801,A469,Wire,666.25,completed,2026-02-02 09:16:54
T2483,U2444,A1622,Wire,252.28,completed,2026-02-26 17:28:18
T2484,U1367,A76,Wire,8.71,completed,2026-02-01 15:04:51
T2485,U552,A1572,Wire,243.67,completed,2026-02-19 13:36:35
T2486,U1921,A522,Card,26.68,failed,2026-02-17 14:54:43
T2487,U2980,A470,Wire,825.87,completed,2026-02-23 13:26:04
T2488,U1167,A88,Card,294.96,completed,2026-02-12 17:36:44
T2489,U1733,A2555,ACH,370.84,completed,2026-02-15 05:08:56
T2490,U2034,A1287,Wire,568.7,completed,2026-02-15 19:17:34
T2491,U650,A155,ACH,24.54,completed,2026-02-28 23:15:05
T2492,U732,A2325,Wire,1073.27,completed,2026-02-02 12:01:15
T2493,U703,A218,ACH,691.36,completed,2026-02-21 02:36:09
T2494,U2579,A2382,Wire,198.57,completed,2026-02-24 12:21:45
T2495,U1428,A1807,Card,329.36,completed,2026-02-24 15:46:44
T2496,U489,A2995,Wire,66.18,completed,2026-02-12 09:57:05
T2497,U1527,A2343,ACH,912.19,pending,2026-02-03 08:14:16
T2498,U2411,A1543,Wire,55.41,completed,2026-02-05 23:51:29
T2499,U2912,A2355,ACH,113.95,completed,2026-02-01 15:38:17
T2500,U199,A1142,Card,290.5,completed,2026-02-16 08:15:56
T2501,U1403,A2793,Card,25.06,completed,2026-02-14 22:44:22
