case_id,transaction_id,issue_type,status,resolution_time_hours
C788,T5175,failed_payment,resolved,39
C789,T5178,duplicate,resolved,18
C790,T5195,pending_payment,resolved,51
C791,T5202,pending_payment,resolved,52
C792,T5203,duplicate,resolved,59
C793,T5208,failed_payment,resolved,22
C794,T5219,failed_payment,resolved,19
C795,T5220,failed_payment,resolved,29
C796,T5236,duplicate,resolved,24
C797,T5240,failed_payment,resolved,6
C798,T5247,failed_payment,resolved,27
C799,T5253,pending_payment,resolved,20
C800,T5273,duplicate,resolved,52
C801,T5283,pending_payment,resolved,62
C802,T5288,refund,resolved,44
C803,T5301,duplicate,resolved,2
C804,T5305,refund,resolved,36
C805,T5310,duplicate,resolved,24
C806,T5311,duplicate,resolved,46
C807,T5315,pending_payment,resolved,19
C808,T5316,duplicate,resolved,36
C809,T5325,pending_payment,resolved,67
C810,T5334,failed_payment,open,0
C811,T5336,failed_payment,resolved,55
C812,T5349,pending_payment,resolved,7
C813,T5364,pending_payment,resolved,34
C814,T5371,refund,resolved,58
C815,T5374,refund,resolved,38
C816,T5376,duplicate,resolved,18
C817,T5377,duplicate,resolved,47
C818,T5386,duplicate,resolved,19
C819,T5399,pending_payment,resolved,60
C820,T5401,pending_payment,resolved,47
C821,T5404,pending_payment,resolved,44
C822,T5410,failed_payment,resolved,56
C823,T5423,pending_payment,resolved,49
C824,T5425,pending_payment,resolved,47
C825,T5431,duplicate,resolved,32
C826,T5457,pending_payment,resolved,59
C827,T5461,duplicate,resolved,62
C828,T5466,refund,resolved,33
C829,T5482,refund,resolved,16
C830,T5484,duplicate,resolved,38
C831,T5491,refund,resolved,28
C832,T5499,duplicate,resolved,25
C833,T5502,duplicate,resolved,17
C834,T5503,pending_payment,resolved,39
C835,T5511,pending_payment,resolved,32
C836,T5514,refund,resolved,42
C837,T5515,pending_payment,resolved,34
C838,T5530,refund,resolved,17
C839,T5532,failed_payment,resolved,21
C840,T5537,refund,resolved,41
C841,T5539,failed_payment,resolved,65
C842,T5551,pending_payment,resolved,24
C843,T5557,pending_payment,resolved,39
C844,T5565,refund,resolved,67
C845,T5581,refund,resolved,6
C846,T5589,pending_payment,resolved,12
C847,T5590,pending_payment,resolved,24
C848,T5596,pending_payment,resolved,48
C849,T5617,failed_payment,resolved,6
C850,T5618,refund,resolved,15
C851,T5625,failed_payment,resolved,23
C852,T5630,failed_payment,resolved,1
C853,T5645,duplicate,resolved,33
C854,T5665,refund,resolved,3
C855,T5677,failed_payment,resolved,57
C856,T5678,refund,open,0
C857,T5682,failed_payment,resolved,19
C858,T5692,failed_payment,resolved,15
C859,T5695,refund,resolved,57
C860,T5703,failed_payment,resolved,32
C861,T5712,failed_payment,resolved,8
C862,T5732,pending_payment,resolved,66
C863,T5736,failed_payment,resolved,22
C864,T5738,refund,resolved,27
C865,T5746,duplicate,resolved,69
C866,T5772,duplicate,resolved,34
C867,T5774,refund,resolved,13
C868,T5779,pending_payment,resolved,26
C869,T5781,duplicate,resolved,56
C870,T5798,pending_payment,resolved,8
C871,T5804,pending_payment,resolved,71
C872,T5809,failed_payment,resolved,54
C873,T5814,pending_payment,resolved,29
C874,T5816,failed_payment,resolved,35
C875,T5838,failed_payment,resolved,6
C876,T5842,refund,resolved,38
C877,T5849,refund,resolved,60
C878,T5864,refund,resolved,71
C879,T5879,failed_payment,resolved,55
C880,T5880,failed_payment,resolved,71
C881,T5889,failed_payment,resolved,62
C882,T5909,pending_payment,resolved,16
C883,T5914,refund,resolved,33
C884,T5916,refund,resolved,26
C885,T5925,refund,resolved,47
C886,T5927,refund,resolved,58
C887,T5943,duplicate,resolved,71
C888,T5948,failed_payment,resolved,47
C889,T5953,pending_payment,resolved,11
C890,T5956,refund,resolved,29
C891,T5959,pending_payment,resolved,61
C892,T5962,duplicate,resolved,70
C893,T5963,duplicate,resolved,51
C894,T5971,duplicate,resolved,41
C895,T5974,refund,resolved,53
C896,T5980,pending_payment,resolved,35
C897,T5989,failed_payment,resolved,55
C898,T6001,pending_payment,resolved,40
C899,T6027,refund,resolved,62
C900,T6029,refund,resolved,58
C901,T6036,failed_payment,resolved,9
C902,T6038,pending_payment,resolved,55
C903,T6049,refund,resolved,30
C904,T6051,failed_payment,resolved,60
C905,T6081,duplicate,resolved,58
C906,T6086,failed_payment,open,0
C907,T6087,duplicate,resolved,53
C908,T6093,failed_payment,resolved,8
C909,T6094,duplicate,resolved,35
C910,T6097,duplicate,resolved,19
C911,T6098,duplicate,resolved,19
C912,T6101,duplicate,resolved,13
C913,T6107,pending_payment,resolved,64
C914,T6117,failed_payment,resolved,23
C915,T6121,duplicate,resolved,23
C916,T6133,pending_payment,resolved,42
C917,T6139,failed_payment,resolved,31
C918,T6148,pending_payment,resolved,29
C919,T6159,duplicate,resolved,42
C920,T6171,failed_payment,resolved,27
C921,T6173,duplicate,resolved,49
C922,T6177,duplicate,resolved,1
C923,T6179,duplicate,resolved,67
C924,T6186,duplicate,resolved,36
C925,T6188,duplicate,resolved,44
C926,T6193,failed_payment,resolved,5
C927,T6213,duplicate,resolved,68
C928,T6218,failed_payment,resolved,53
C929,T6219,refund,resolved,29
C930,T6232,refund,resolved,67
C931,T6233,failed_payment,resolved,34
C932,T6237,duplicate,resolved,68
C933,T6239,failed_payment,resolved,9
C934,T6253,refund,resolved,45
C935,T6260,refund,resolved,29
C936,T6271,refund,resolved,62
C937,T6272,pending_payment,resolved,28
C938,T6274,refund,resolved,10
C939,T6280,duplicate,resolved,34
C940,T6283,failed_payment,resolved,59
C941,T6290,pending_payment,resolved,44
C942,T6297,failed_payment,resolved,8
C943,T6300,failed_payment,resolved,59
C944,T6307,duplicate,resolved,12
C945,T6308,pending_payment,resolved,31
C946,T6320,duplicate,resolved,53
C947,T6326,failed_payment,open,0
C948,T6328,refund,resolved,7
C949,T6330,duplicate,resolved,22
C950,T6333,duplicate,resolved,60
C951,T6344,pending_payment,resolved,6
C952,T6345,duplicate,resolved,7
C953,T6349,pending_payment,resolved,8
C954,T6350,refund,resolved,57
C955,T6353,pending_payment,resolved,62
C956,T6362,refund,resolved,32
C957,T6364,pending_payment,resolved,10
C958,T6366,pending_payment,resolved,66
C959,T6378,refund,resolved,63
C960,T6379,refund,resolved,69
C961,T6382,failed_payment,resolved,42
C962,T6388,pending_payment,resolved,4
C963,T6395,pending_payment,resolved,18
C964,T6400,duplicate,resolved,14
C965,T6419,duplicate,resolved,44
C966,T6421,duplicate,resolved,71
C967,T6424,failed_payment,resolved,26
C968,T6425,failed_payment,resolved,39
C969,T6432,duplicate,resolved,61
C970,T6436,duplicate,resolved,57
C971,T6437,failed_payment,resolved,59
C972,T6438,duplicate,resolved,50
C973,T6440,duplicate,resolved,68
C974,T6450,duplicate,resolved,22
C975,T6453,refund,resolved,3
C976,T6457,refund,resolved,12
C977,T6467,failed_payment,resolved,44
C978,T6477,refund,resolved,39
C979,T6490,refund,resolved,6
C980,T6493,refund,resolved,61
C981,T6503,failed_payment,resolved,25
C982,T6513,pending_payment,resolved,13
C983,T6517,duplicate,resolved,63
C984,T6523,duplicate,resolved,20
C985,T6534,failed_payment,resolved,62
C986,T6545,failed_payment,resolved,69
C987,T6550,pending_payment,resolved,55
C988,T6556,refund,resolved,65
C989,T6557,refund,resolved,57
C990,T6569,pending_payment,resolved,68
C991,T6575,failed_payment,resolved,16
C992,T6580,duplicate,resolved,3
C993,T6586,duplicate,resolved,3
C994,T6598,duplicate,resolved,62
C995,T6599,refund,resolved,56
C996,T6609,duplicate,resolved,22
C997,T6616,duplicate,resolved,64
C998,T6622,failed_payment,resolved,62
C999,T6624,duplicate,resolved,53
C1000,T6625,failed_payment,resolved,72
C1001,T6634,failed_payment,resolved,51
C1002,T6652,duplicate,resolved,59
C1003,T6653,pending_payment,resolved,66
C1004,T6657,pending_payment,resolved,34
C1005,T6658,refund,resolved,11
C1006,T6678,failed_payment,resolved,64
C1007,T6683,pending_payment,resolved,28
C1008,T6689,pending_payment,open,0
C1009,T6693,duplicate,resolved,45
C1010,T6699,duplicate,resolved,55
C1011,T6701,refund,resolved,14
C1012,T6709,refund,resolved,59
C1013,T6714,refund,resolved,3
C1014,T6719,failed_payment,resolved,40
C1015,T6731,failed_payment,resolved,13
C1016,T6735,failed_payment,resolved,40
C1017,T6738,pending_payment,resolved,40
C1018,T6740,duplicate,resolved,71
C1019,T6748,duplicate,resolved,65
C1020,T6751,pending_payment,resolved,52
C1021,T6759,failed_payment,resolved,5
C1022,T6760,pending_payment,resolved,49
C1023,T6761,refund,resolved,44
C1024,T6778,failed_payment,resolved,45
C1025,T6782,failed_payment,resolved,3
C1026,T6790,refund,resolved,3
C1027,T6818,refund,resolved,59
C1028,T6819,refund,resolved,19
C1029,T6827,duplicate,resolved,8
C1030,T6837,refund,resolved,72
C1031,T6849,refund,resolved,47
C1032,T6850,pending_payment,resolved,16
C1033,T6852,pending_payment,resolved,51
C1034,T6853,refund,resolved,41
C1035,T6864,refund,resolved,20
C1036,T6867,pending_payment,resolved,46
C1037,T6878,refund,resolved,70
C1038,T6889,pending_payment,resolved,59
C1039,T6890,duplicate,resolved,61
C1040,T6895,duplicate,resolved,58
C1041,T6902,duplicate,resolved,44
C1042,T6909,failed_payment,resolved,1
C1043,T6912,failed_payment,resolved,48
C1044,T6925,failed_payment,resolved,20
C1045,T6930,refund,resolved,31
C1046,T6955,failed_payment,resolved,39
C1047,T6964,refund,resolved,4
C1048,T6983,failed_payment,resolved,19
C1049,T6996,failed_payment,resolved,63
C1050,T7004,refund,resolved,26
C1051,T7021,refund,resolved,23
C1052,T7037,pending_payment,resolved,35
C1053,T7073,failed_payment,resolved,51
C1054,T7083,failed_payment,resolved,53
C1055,T7089,pending_payment,resolved,13
C1056,T7092,refund,resolved,58
C1057,T7113,duplicate,resolved,31
C1058,T7114,refund,resolved,21
C1059,T7115,failed_payment,resolved,22
C1060,T7116,duplicate,resolved,68
C1061,T7132,failed_payment,resolved,45
C1062,T7153,duplicate,resolved,45
C1063,T7164,refund,resolved,46
C1064,T7167,duplicate,resolved,41
C1065,T7172,refund,resolved,35
C1066,T7184,pending_payment,resolved,60
C1067,T7190,duplicate,resolved,35
C1068,T7202,pending_payment,resolved,3
C1069,T7208,duplicate,resolved,1
C1070,T7211,refund,resolved,14
C1071,T7214,duplicate,resolved,61
C1072,T7219,failed_payment,resolved,54
C1073,T7226,refund,resolved,4
C1074,T7231,duplicate,resolved,24
C1075,T7241,refund,resolved,36
C1076,T7243,pending_payment,resolved,44
C1077,T7247,refund,resolved,65
C1078,T7259,pending_payment,resolved,53
C1079,T7262,failed_payment,resolved,47
C1080,T7281,refund,resolved,29
C1081,T7301,pending_payment,resolved,64
C1082,T7302,duplicate,resolved,46
C1083,T7309,failed_payment,resolved,23
C1084,T7313,pending_payment,resolved,65
C1085,T7321,failed_payment,resolved,41
C1086,T7324,refund,resolved,55
C1087,T7325,pending_payment,resolved,56
C1088,T7327,failed_payment,resolved,19
C1089,T7329,failed_payment,resolved,37
C1090,T7336,refund,resolved,67
C1091,T7337,pending_payment,resolved,17
C1092,T7346,pending_payment,resolved,7
C1093,T7350,duplicate,resolved,24
C1094,T7352,refund,resolved,57
C1095,T7357,refund,resolved,72
C1096,T7358,pending_payment,resolved,8
C1097,T7366,duplicate,resolved,37
C1098,T7371,pending_payment,resolved,38
C1099,T7372,pending_payment,resolved,64
C1100,T7385,duplicate,open,0
C1101,T7387,refund,resolved,60
C1102,T7393,refund,resolved,72
C1103,T7403,duplicate,resolved,40
C1104,T7416,refund,resolved,71
C1105,T7421,failed_payment,resolved,29
C1106,T7433,duplicate,resolved,39
C1107,T7442,failed_payment,resolved,64
C1108,T7445,failed_payment,resolved,72
C1109,T7448,refund,resolved,20
C1110,T7450,failed_payment,resolved,5
C1111,T7475,pending_payment,resolved,53
C1112,T7476,failed_payment,open,0
C1113,T7479,failed_payment,resolved,7
C1114,T7480,refund,resolved,22
C1115,T7482,pending_payment,resolved,44
C1116,T7483,refund,resolved,36
C1117,T7485,refund,resolved,42
C1118,T7487,refund,resolved,72
C1119,T7489,duplicate,resolved,8
C1120,T7492,refund,resolved,63
C1121,T7493,duplicate,resolved,69
C1122,T7495,refund,open,0
C1123,T7498,refund,resolved,67
C1124,T7501,refund,resolved,56
C1125,T7503,duplicate,resolved,16
C1126,T7532,failed_payment,resolved,46
C1127,T7537,pending_payment,resolved,1
C1128,T7541,pending_payment,resolved,22
C1129,T7551,duplicate,resolved,71
C1130,T7553,pending_payment,resolved,67
C1131,T7560,failed_payment,resolved,5
C1132,T7561,pending_payment,resolved,26
C1133,T7570,duplicate,resolved,15
C1134,T7579,pending_payment,resolved,10
C1135,T7583,failed_payment,resolved,65
C1136,T7607,duplicate,resolved,46
C1137,T7613,duplicate,resolved,17
C1138,T7616,failed_payment,resolved,9
C1139,T7629,pending_payment,resolved,38
C1140,T7632,refund,resolved,36
C1141,T7641,failed_payment,resolved,23
C1142,T7650,refund,resolved,18
C1143,T7651,refund,resolved,61
C1144,T7656,duplicate,resolved,52
C1145,T7661,duplicate,resolved,53
C1146,T7666,refund,resolved,47
C1147,T7678,duplicate,resolved,19
C1148,T7679,duplicate,resolved,60
C1149,T7683,duplicate,resolved,15
C1150,T7695,pending_payment,resolved,58
C1151,T7701,duplicate,resolved,39
C1152,T7702,duplicate,resolved,43
C1153,T7709,pending_payment,resolved,33
C1154,T7717,failed_payment,resolved,26
C1155,T7718,failed_payment,resolved,8
C1156,T7723,duplicate,resolved,28
C1157,T7730,duplicate,resolved,1
C1158,T7733,refund,resolved,23
C1159,T7736,pending_payment,resolved,11
C1160,T7737,refund,resolved,26
C1161,T7747,pending_payment,resolved,69
C1162,T7758,pending_payment,resolved,71
C1163,T7759,pending_payment,resolved,11
C1164,T7764,duplicate,resolved,28
C1165,T7779,failed_payment,resolved,16
C1166,T7783,failed_payment,resolved,65
C1167,T7786,pending_payment,resolved,40
C1168,T7795,pending_payment,resolved,68
C1169,T7796,pending_payment,resolved,10
C1170,T7804,refund,resolved,16
C1171,T7824,failed_payment,resolved,29
C1172,T7832,failed_payment,resolved,17
C1173,T7834,duplicate,resolved,25
C1174,T7835,duplicate,resolved,25
C1175,T7847,duplicate,resolved,55
C1176,T7853,pending_payment,resolved,66
C1177,T7868,duplicate,resolved,72
C1178,T7886,duplicate,resolved,61
C1179,T7890,duplicate,resolved,36
C1180,T7894,refund,resolved,70
C1181,T7899,refund,resolved,33
C1182,T7909,duplicate,resolved,65
C1183,T7913,duplicate,resolved,27
C1184,T7915,duplicate,resolved,47
C1185,T7920,duplicate,resolved,57
C1186,T7931,failed_payment,resolved,41
C1187,T7938,pending_payment,resolved,63
C1188,T7968,duplicate,resolved,46
C1189,T7976,duplicate,resolved,14
C1190,T7985,pending_payment,resolved,68
C1191,T8000,pending_payment,resolved,14
C1192,T8022,duplicate,resolved,37
C1193,T8027,duplicate,resolved,7
C1194,T8034,duplicate,resolved,17
C1195,T8042,failed_payment,resolved,63
C1196,T8052,failed_payment,resolved,4
C1197,T8053,pending_payment,resolved,19
C1198,T8062,duplicate,resolved,11
C1199,T8063,refund,resolved,14
C1200,T8068,duplicate,resolved,42
C1201,T8080,duplicate,resolved,64
C1202,T8088,pending_payment,resolved,30
C1203,T8101,pending_payment,resolved,30
C1204,T8103,failed_payment,resolved,32
C1205,T8111,failed_payment,resolved,48
C1206,T8114,duplicate,resolved,33
C1207,T8124,pending_payment,resolved,7
C1208,T8126,refund,resolved,1
C1209,T8127,pending_payment,resolved,15
C1210,T8137,duplicate,resolved,47
C1211,T8142,refund,resolved,45
C1212,T8144,refund,resolved,17
C1213,T8148,refund,resolved,63
C1214,T8154,refund,resolved,62
C1215,T8161,pending_payment,resolved,35
C1216,T8164,refund,resolved,46
C1217,T8166,failed_payment,resolved,18
C1218,T8168,refund,resolved,56
C1219,T8169,duplicate,resolved,38
C1220,T8173,refund,open,0
C1221,T8183,pending_payment,resolved,51
C1222,T8184,pending_payment,resolved,53
C1223,T8189,failed_payment,resolved,44
C1224,T8192,failed_payment,resolved,54
C1225,T8196,duplicate,resolved,18
C1226,T8222,refund,resolved,62
C1227,T8228,pending_payment,resolved,53
C1228,T8231,failed_payment,resolved,67
C1229,T8232,refund,resolved,51
C1230,T8241,duplicate,resolved,68
C1231,T8243,duplicate,resolved,20
C1232,T8255,pending_payment,resolved,66
C1233,T8256,pending_payment,resolved,60
C1234,T8274,duplicate,resolved,2
C1235,T8279,failed_payment,resolved,69
C1236,T8285,pending_payment,resolved,69
C1237,T8308,duplicate,resolved,22
C1238,T8313,failed_payment,resolved,1
C1239,T8317,duplicate,resolved,58
C1240,T8322,pending_payment,resolved,63
C1241,T8332,failed_payment,resolved,48
C1242,T8334,duplicate,resolved,19
C1243,T8373,duplicate,resolved,39
C1244,T8374,refund,resolved,56
C1245,T8376,refund,resolved,72
C1246,T8378,failed_payment,resolved,43
C1247,T8384,pending_payment,resolved,71
C1248,T8420,failed_payment,resolved,58
C1249,T8421,duplicate,resolved,51
C1250,T8427,refund,resolved,72
C1251,T8429,pending_payment,resolved,7
C1252,T8438,pending_payment,open,0
C1253,T8441,pending_payment,resolved,14
C1254,T8449,pending_payment,resolved,16
C1255,T8450,refund,resolved,54
C1256,T8457,pending_payment,resolved,40
C1257,T8459,refund,open,0
C1258,T8469,refund,resolved,47
C1259,T8481,refund,resolved,20
C1260,T8486,failed_payment,resolved,27
C1261,T8492,refund,resolved,18
C1262,T8493,duplicate,resolved,23
C1263,T8495,pending_payment,resolved,49
C1264,T8499,refund,resolved,42
C1265,T8505,duplicate,resolved,65
C1266,T8511,pending_payment,resolved,47
C1267,T8521,duplicate,resolved,44
C1268,T8541,failed_payment,open,0
C1269,T8547,refund,resolved,63
C1270,T8564,failed_payment,open,0
C1271,T8567,duplicate,resolved,43
C1272,T8575,pending_payment,resolved,17
C1273,T8578,refund,resolved,41
C1274,T8581,refund,resolved,15
C1275,T8585,refund,resolved,65
C1276,T8587,pending_payment,resolved,53
C1277,T8589,failed_payment,resolved,56
C1278,T8590,pending_payment,resolved,64
C1279,T8597,pending_payment,resolved,10
C1280,T8618,duplicate,resolved,35
C1281,T8620,refund,resolved,17
C1282,T8628,refund,resolved,31
C1283,T8629,pending_payment,resolved,50
C1284,T8632,failed_payment,resolved,61
C1285,T8640,refund,resolved,63
C1286,T8642,refund,resolved,20
C1287,T8644,pending_payment,resolved,36
C1288,T8667,refund,open,0
C1289,T8669,duplicate,resolved,52
C1290,T8675,pending_payment,resolved,52
C1291,T8680,failed_payment,resolved,17
C1292,T8683,refund,resolved,70
C1293,T8691,pending_payment,resolved,68
C1294,T8724,failed_payment,resolved,68
C1295,T8731,failed_payment,resolved,71
C1296,T8732,pending_payment,resolved,50
C1297,T8743,failed_payment,resolved,3
C1298,T8747,pending_payment,resolved,5
C1299,T8754,duplicate,resolved,36
C1300,T8760,pending_payment,resolved,13
C1301,T8764,duplicate,resolved,9
C1302,T8765,failed_payment,resolved,64
C1303,T8778,failed_payment,resolved,47
C1304,T8781,refund,resolved,24
C1305,T8802,duplicate,resolved,61
C1306,T8803,failed_payment,resolved,58
C1307,T8804,refund,resolved,38
C1308,T8805,refund,resolved,71
C1309,T8818,pending_payment,resolved,48
C1310,T8832,refund,resolved,70
C1311,T8843,pending_payment,resolved,46
C1312,T8850,duplicate,resolved,42
C1313,T8854,failed_payment,resolved,19
C1314,T8860,failed_payment,resolved,23
C1315,T8862,duplicate,resolved,41
C1316,T8870,failed_payment,resolved,26
C1317,T8885,duplicate,resolved,9
C1318,T8886,refund,resolved,16
C1319,T8895,refund,resolved,61
C1320,T8905,duplicate,resolved,30
C1321,T8918,duplicate,resolved,61
C1322,T8926,failed_payment,resolved,30
C1323,T8930,duplicate,resolved,63
C1324,T8938,duplicate,resolved,62
C1325,T8945,pending_payment,resolved,68
C1326,T8954,duplicate,resolved,50
C1327,T8964,failed_payment,resolved,1
C1328,T8965,duplicate,resolved,57
C1329,T8967,failed_payment,resolved,7
C1330,T8968,failed_payment,resolved,18
C1331,T8983,pending_payment,resolved,64
C1332,T8989,refund,resolved,69
C1333,T8993,pending_payment,resolved,18
C1334,T8994,failed_payment,resolved,66
C1335,T9000,duplicate,resolved,66
C1336,T9001,duplicate,resolved,16
C1337,T9006,failed_payment,resolved,6
C1338,T9023,duplicate,resolved,46
C1339,T9024,failed_payment,resolved,69
C1340,T9032,refund,resolved,17
C1341,T9038,duplicate,resolved,34
C1342,T9039,duplicate,resolved,41
C1343,T9041,refund,resolved,35
C1344,T9078,pending_payment,resolved,20
C1345,T9082,pending_payment,resolved,62
C1346,T9085,duplicate,open,0
C1347,T9089,duplicate,resolved,50
C1348,T9100,duplicate,resolved,21
C1349,T9101,pending_payment,resolved,42
C1350,T9104,failed_payment,resolved,64
C1351,T9132,pending_payment,resolved,24
C1352,T9138,refund,resolved,68
C1353,T9142,failed_payment,resolved,14
C1354,T9145,pending_payment,resolved,27
C1355,T9147,refund,resolved,37
C1356,T9148,refund,resolved,3
C1357,T9164,pending_payment,resolved,41
C1358,T9185,duplicate,resolved,31
C1359,T9191,duplicate,resolved,55
C1360,T9200,duplicate,resolved,41
C1361,T9211,refund,resolved,6
C1362,T9231,duplicate,resolved,6
C1363,T9262,duplicate,resolved,66
C1364,T9267,pending_payment,resolved,27
C1365,T9268,pending_payment,resolved,9
C1366,T9275,pending_payment,resolved,5
C1367,T9306,duplicate,resolved,60
C1368,T9315,refund,resolved,50
C1369,T9317,pending_payment,resolved,19
C1370,T9320,pending_payment,resolved,38
C1371,T9321,failed_payment,resolved,10
C1372,T9322,refund,resolved,42
C1373,T9343,failed_payment,resolved,52
C1374,T9345,duplicate,resolved,71
C1375,T9356,failed_payment,resolved,45
C1376,T9362,refund,resolved,37
C1377,T9369,pending_payment,resolved,17
C1378,T9371,refund,resolved,47
C1379,T9379,pending_payment,resolved,56
C1380,T9393,failed_payment,resolved,6
C1381,T9394,pending_payment,resolved,57
C1382,T9398,failed_payment,resolved,55
C1383,T9420,pending_payment,resolved,28
C1384,T9437,failed_payment,resolved,41
C1385,T9441,refund,resolved,35
C1386,T9455,refund,resolved,39
C1387,T9463,refund,resolved,36
C1388,T9467,pending_payment,resolved,12
C1389,T9480,pending_payment,resolved,41
C1390,T9488,refund,resolved,56
C1391,T9490,refund,resolved,28
C1392,T9504,pending_payment,resolved,48
C1393,T9506,pending_payment,resolved,68
C1394,T9509,duplicate,resolved,56
C1395,T9511,pending_payment,resolved,6
C1396,T9515,duplicate,resolved,66
C1397,T9519,refund,resolved,8
C1398,T9536,pending_payment,resolved,53
C1399,T9543,refund,resolved,69
C1400,T9546,failed_payment,resolved,39
C1401,T9549,duplicate,resolved,42
C1402,T9584,pending_payment,resolved,61
C1403,T9586,failed_payment,resolved,68
C1404,T9587,duplicate,resolved,23
C1405,T9590,refund,resolved,23
C1406,T9592,refund,resolved,62
C1407,T9595,duplicate,resolved,9
C1408,T9598,failed_payment,resolved,72
C1409,T9607,duplicate,resolved,33
C1410,T9621,duplicate,resolved,30
C1411,T9626,refund,resolved,5
C1412,T9628,duplicate,resolved,7
C1413,T9633,pending_payment,resolved,21
C1414,T9638,refund,resolved,17
C1415,T9647,refund,resolved,61
C1416,T9654,duplicate,resolved,66
C1417,T9662,pending_payment,resolved,14
C1418,T9670,refund,resolved,61
C1419,T9675,pending_payment,resolved,40
C1420,T9683,refund,resolved,53
C1421,T9702,duplicate,resolved,64
C1422,T9703,failed_payment,resolved,3
C1423,T9716,failed_payment,resolved,64
C1424,T9724,duplicate,resolved,68
C1425,T9725,pending_payment,resolved,19
C1426,T9729,pending_payment,resolved,26
C1427,T9741,failed_payment,resolved,1
C1428,T9745,refund,resolved,30
C1429,T9747,failed_payment,resolved,19
C1430,T9757,refund,resolved,13
C1431,T9759,refund,resolved,20
C1432,T9764,refund,resolved,66
C1433,T9767,duplicate,resolved,15
C1434,T9774,pending_payment,resolved,20
C1435,T9776,pending_payment,resolved,7
C1436,T9780,pending_payment,resolved,27
C1437,T9784,pending_payment,resolved,33
C1438,T9789,failed_payment,resolved,11
C1439,T9791,refund,resolved,35
C1440,T9803,duplicate,resolved,20
C1441,T9826,refund,resolved,6
C1442,T9878,failed_payment,resolved,16
C1443,T9880,refund,resolved,72
C1444,T9882,failed_payment,resolved,70
C1445,T9885,refund,resolved,53
C1446,T9890,duplicate,resolved,21
C1447,T9895,duplicate,resolved,47
C1448,T9898,pending_payment,resolved,64
C1449,T9902,refund,resolved,47
C1450,T9913,pending_payment,resolved,43
C1451,T9917,duplicate,resolved,13
C1452,T9921,failed_payment,resolved,12
C1453,T9924,refund,resolved,29
C1454,T9925,failed_payment,resolved,5
C1455,T9927,failed_payment,resolved,72
C1456,T9929,duplicate,resolved,45
C1457,T9933,duplicate,resolved,40
C1458,T9937,duplicate,resolved,55
C1459,T9944,refund,resolved,51
C1460,T9967,duplicate,resolved,53
C1461,T9979,failed_payment,resolved,39
C1462,T9983,pending_payment,resolved,24
C1463,T9986,duplicate,resolved,55
C1464,T9988,pending_payment,open,0
C1465,T9997,pending_payment,resolved,57
C1466,T9998,failed_payment,resolved,46
C1467,T10006,refund,resolved,40
C1468,T10007,refund,resolved,22
C1469,T10015,refund,resolved,20
C1470,T10026,refund,resolved,62
C1471,T10028,pending_payment,resolved,59
C1472,T10029,refund,resolved,65
C1473,T10039,duplicate,resolved,24
C1474,T10043,pending_payment,resolved,18
C1475,T10045,duplicate,resolved,72
C1476,T10046,duplicate,resolved,49
C1477,T10048,pending_payment,resolved,62
C1478,T10049,failed_payment,resolved,4
C1479,T10054,failed_payment,resolved,69
C1480,T10062,duplicate,resolved,37
C1481,T10066,failed_payment,resolved,18
C1482,T10067,duplicate,resolved,59
C1483,T10071,refund,resolved,55
C1484,T10074,duplicate,resolved,44
C1485,T10075,duplicate,resolved,25
C1486,T10080,failed_payment,resolved,7
C1487,T10098,pending_payment,resolved,5
C1488,T10111,failed_payment,resolved,13
C1489,T10116,failed_payment,resolved,24
C1490,T10129,duplicate,resolved,69
C1491,T10131,failed_payment,resolved,22
C1492,T10139,pending_payment,resolved,7
C1493,T10144,refund,resolved,4
C1494,T10151,refund,resolved,6
C1495,T10172,duplicate,resolved,15
C1496,T10174,failed_payment,resolved,63
C1497,T10189,failed_payment,resolved,35
C1498,T10205,failed_payment,resolved,23
C1499,T10210,refund,resolved,52
C1500,T10212,refund,open,0
C1501,T10213,duplicate,resolved,1
C1502,T10214,failed_payment,resolved,70
C1503,T10217,refund,resolved,23
C1504,T10226,duplicate,resolved,66
C1505,T10232,duplicate,resolved,69
C1506,T10234,duplicate,resolved,35
C1507,T10235,refund,resolved,29
C1508,T10244,pending_payment,resolved,43
C1509,T10264,pending_payment,resolved,34
C1510,T10292,failed_payment,resolved,70
C1511,T10293,failed_payment,resolved,12
C1512,T10294,duplicate,resolved,49
C1513,T10308,failed_payment,resolved,38
C1514,T10310,refund,resolved,68
C1515,T10316,failed_payment,resolved,17
C1516,T10330,duplicate,resolved,45
C1517,T10347,pending_payment,resolved,17
C1518,T10351,refund,resolved,62
C1519,T10355,pending_payment,resolved,16
C1520,T10378,failed_payment,resolved,53
C1521,T10391,failed_payment,resolved,53
C1522,T10406,duplicate,resolved,71
C1523,T10428,duplicate,resolved,56
C1524,T10436,duplicate,resolved,13
C1525,T10450,pending_payment,resolved,5
C1526,T10456,refund,resolved,38
C1527,T10458,pending_payment,resolved,35
C1528,T10460,pending_payment,resolved,38
C1529,T10480,duplicate,resolved,63
C1530,T10486,pending_payment,resolved,44
C1531,T10495,refund,resolved,60
C1532,T10497,failed_payment,resolved,63
C1533,T10503,pending_payment,resolved,64
C1534,T10506,refund,resolved,17
C1535,T10519,failed_payment,resolved,24
C1536,T10520,failed_payment,resolved,46
