transaction_id,expected_amount,actual_amount,discrepancy_flag
T3662,845.08,0.0,True
T3663,1979.31,1972.12,True
T3664,588.71,588.71,False
T3665,1066.22,1066.22,False
T3666,2160.09,2160.09,False
T3667,476.87,476.87,False
T3668,348.29,348.29,False
T3669,430.53,430.53,False
T3670,1977.9,1977.9,False
T3671,429.75,0.0,True
T3672,285.77,285.77,False
T3673,974.74,974.74,False
T3674,449.73,0.0,True
T3675,805.09,805.09,False
T3676,231.34,231.34,False
T3677,347.27,347.27,False
T3678,719.37,719.37,False
T3679,1010.15,1010.15,False
T3680,340.43,340.43,False
T3681,58.66,58.66,False
T3682,58.33,58.33,False
T3683,2393.66,2393.66,False
T3684,20.01,20.01,False
T3685,1007.66,1007.66,False
T3686,109.47,109.47,False
T3687,194.31,194.31,False
T3688,627.12,627.12,False
T3689,2248.41,2248.41,False
T3690,170.54,170.54,False
T3691,342.44,342.44,False
T3692,23.25,23.25,False
T3693,1427.08,1646.3,True
T3694,452.74,452.74,False
T3695,1430.58,0.0,True
T3696,283.72,283.72,False
T3697,132.21,132.21,False
T3698,194.11,194.11,False
T3699,2310.61,2310.61,False
T3700,1121.56,1121.56,False
T3701,49.09,49.09,False
T3702,431.45,431.45,False
T3703,20.58,20.58,False
T3704,104.28,104.28,False
T3705,334.94,0.0,True
T3706,142.04,142.04,False
T3707,240.61,240.61,False
T3708,395.65,395.65,False
T3709,429.39,429.39,False
T3710,1005.35,1005.35,False
T3711,311.77,311.77,False
T3712,1081.07,1081.07,False
T3713,925.63,925.63,False
T3714,282.23,282.23,False
T3715,67.19,67.19,False
T3716,793.62,793.62,False
T3717,396.71,396.71,False
T3718,90.49,114.97,True
T3719,326.1,326.1,False
T3720,637.87,637.87,False
T3721,36.59,36.59,False
T3722,3502.7,3502.7,False
T3723,1318.22,1318.22,False
T3724,1347.8,1347.8,False
T3725,800.45,800.45,False
T3726,1229.11,1229.11,False
T3727,156.38,156.38,False
T3728,175.91,175.91,False
T3729,839.2,631.88,True
T3730,758.48,758.48,False
T3731,462.03,462.03,False
T3732,89.4,89.4,False
T3733,484.35,484.35,False
T3734,813.97,0.0,True
T3735,262.99,262.99,False
T3736,387.6,387.6,False
T3737,1253.75,1253.75,False
T3738,35.08,35.08,False
T3739,927.16,927.16,False
T3740,354.19,354.19,False
T3741,381.63,381.63,False
T3742,220.45,220.45,False
T3743,1427.59,0.0,True
T3744,105.58,0.0,True
T3745,36.23,36.23,False
T3746,389.23,389.23,False
T3747,52.08,52.08,False
T3748,1074.64,0.0,True
T3749,204.54,204.54,False
T3750,97.49,0.0,True
T3751,1080.7,1080.7,False
T3752,184.09,0.0,True
T3753,832.77,832.77,False
T3754,453.11,453.11,False
T3755,4.97,4.97,False
T3756,64.19,64.19,False
T3757,812.13,0.0,True
T3758,556.75,556.75,False
T3759,90.52,0.0,True
T3760,1179.22,1179.22,False
T3761,613.34,613.34,False
T3762,1015.85,1015.85,False
T3763,916.47,916.47,False
T3764,177.99,177.99,False
T3765,844.79,844.79,False
T3766,47.08,47.08,False
T3767,127.89,127.89,False
T3768,209.72,209.72,False
T3769,695.55,695.55,False
T3770,300.47,300.47,False
T3771,720.47,720.47,False
T3772,170.34,170.34,False
T3773,339.11,339.11,False
T3774,214.21,214.21,False
T3775,421.09,421.09,False
T3776,312.36,418.47,True
T3777,183.36,183.36,False
T3778,162.21,0.0,True
T3779,552.26,552.26,False
T3780,191.52,191.52,False
T3781,262.26,262.26,False
T3782,1262.98,1262.98,False
T3783,230.43,230.43,False
T3784,454.86,454.86,False
T3785,864.37,864.37,False
T3786,135.53,135.53,False
T3787,516.56,516.56,False
T3788,501.45,501.45,False
T3789,202.44,202.44,False
T3790,724.82,509.72,True
T3791,605.58,0.0,True
T3792,404.27,404.27,False
T3793,126.51,126.51,False
T3794,262.61,262.61,False
T3795,1133.26,1133.26,False
T3796,263.2,263.2,False
T3797,73.49,73.49,False
T3798,357.24,357.24,False
T3799,744.57,744.57,False
T3800,302.39,302.39,False
T3801,283.27,0.0,True
T3802,285.3,285.3,False
T3803,1026.18,1026.18,False
T3804,740.1,422.66,True
T3805,385.35,385.35,False
T3806,543.15,543.15,False
T3807,999.84,999.84,False
T3808,1176.73,0.0,True
T3809,15.76,15.76,False
T3810,19.54,19.54,False
T3811,829.33,829.33,False
T3812,877.07,877.07,False
T3813,187.06,187.06,False
T3814,1014.99,1014.99,False
T3815,585.1,585.1,False
T3816,345.59,345.59,False
T3817,718.09,718.09,False
T3818,42.66,42.66,False
T3819,230.48,230.48,False
T3820,320.6,320.6,False
T3821,19.66,19.66,False
T3822,1369.38,1369.38,False
T3823,1092.7,1092.7,False
T3824,3218.77,3218.77,False
T3825,154.02,154.02,False
T3826,208.2,208.2,False
T3827,102.11,102.11,False
T3828,58.75,0.0,True
T3829,63.42,63.42,False
T3830,285.05,0.0,True
T3831,583.63,583.63,False
T3832,1391.24,1391.24,False
T3833,1900.44,1900.44,False
T3834,93.88,93.88,False
T3835,151.01,151.01,False
T3836,126.5,126.5,False
T3837,851.33,851.33,False
T3838,579.57,579.57,False
T3839,1985.01,0.0,True
T3840,377.73,377.73,False
T3841,200.33,200.33,False
T3842,185.44,185.44,False
T3843,211.91,0.0,True
T3844,17.04,17.04,False
T3845,1108.56,1108.56,False
T3846,267.21,267.21,False
T3847,129.51,129.51,False
T3848,579.81,579.81,False
T3849,952.45,952.45,False
T3850,671.09,671.09,False
T3851,2161.48,2161.48,False
T3852,193.28,193.28,False
T3853,191.6,191.6,False
T3854,285.24,285.24,False
T3855,489.18,489.18,False
T3856,340.45,340.45,False
T3857,2705.07,2705.07,False
T3858,169.94,169.94,False
T3859,485.08,485.08,False
T3860,285.87,285.87,False
T3861,386.97,386.97,False
T3862,476.99,0.0,True
T3863,420.78,420.78,False
T3864,524.0,524.0,False
T3865,1231.37,1231.37,False
T3866,147.71,0.0,True
T3867,692.04,692.04,False
T3868,337.88,337.88,False
T3869,1036.78,1036.78,False
T3870,569.6,569.6,False
T3871,105.78,105.78,False
T3872,547.15,547.15,False
T3873,1083.32,0.0,True
T3874,281.58,281.58,False
T3875,87.26,87.26,False
T3876,621.38,621.38,False
T3877,850.46,850.46,False
T3878,261.78,261.78,False
T3879,521.05,521.05,False
T3880,526.82,526.82,False
T3881,383.63,213.61,True
T3882,520.25,520.25,False
T3883,1138.37,1138.37,False
T3884,1179.17,1179.17,False
T3885,52.89,52.89,False
T3886,1362.3,1362.3,False
T3887,646.09,646.09,False
T3888,1250.2,1250.2,False
T3889,327.1,327.1,False
T3890,1741.13,1741.13,False
T3891,589.21,589.21,False
T3892,6.52,6.52,False
T3893,102.24,102.24,False
T3894,53.1,53.1,False
T3895,198.57,198.57,False
T3896,334.82,334.82,False
T3897,584.34,584.34,False
T3898,252.75,252.75,False
T3899,131.16,186.54,True
T3900,725.67,0.0,True
T3901,599.88,599.88,False
T3902,49.86,49.86,False
T3903,224.8,224.8,False
T3904,281.64,281.64,False
T3905,403.99,403.99,False
T3906,1097.9,1369.6,True
T3907,553.19,553.19,False
T3908,365.11,365.11,False
T3909,382.48,382.48,False
T3910,350.0,0.0,True
T3911,258.62,258.62,False
T3912,798.88,798.88,False
T3913,665.08,665.08,False
T3914,460.82,0.0,True
T3915,425.88,567.52,True
T3916,319.08,319.08,False
T3917,643.78,643.78,False
T3918,912.15,0.0,True
T3919,152.94,0.0,True
T3920,1106.79,1106.79,False
T3921,534.49,534.49,False
T3922,454.91,454.91,False
T3923,704.17,704.17,False
T3924,612.03,612.03,False
T3925,885.69,885.69,False
T3926,1.19,1.19,False
T3927,873.71,873.71,False
T3928,646.46,646.46,False
T3929,198.77,205.92,True
T3930,145.88,145.88,False
T3931,191.94,191.94,False
T3932,29.69,29.69,False
T3933,207.94,207.94,False
T3934,745.77,745.77,False
T3935,711.79,711.79,False
T3936,592.17,592.17,False
T3937,322.9,322.9,False
T3938,109.51,109.51,False
T3939,150.65,150.65,False
T3940,271.68,271.68,False
T3941,268.03,268.03,False
T3942,94.81,97.75,True
T3943,111.4,111.4,False
T3944,234.5,234.5,False
T3945,66.26,66.26,False
T3946,325.24,325.24,False
T3947,1022.16,1022.16,False
T3948,1196.38,1196.38,False
T3949,568.51,568.51,False
T3950,353.64,353.64,False
T3951,182.76,182.76,False
T3952,629.15,629.15,False
T3953,2.63,2.63,False
T3954,447.25,447.25,False
T3955,350.67,350.67,False
T3956,26.6,26.6,False
T3957,722.51,722.51,False
T3958,1141.13,1141.13,False
T3959,1488.72,1488.72,False
T3960,375.98,375.98,False
T3961,383.12,383.12,False
T3962,1145.84,1145.84,False
T3963,858.62,858.62,False
T3964,11.17,11.17,False
T3965,175.94,175.94,False
T3966,49.36,0.0,True
T3967,158.04,158.04,False
T3968,156.23,156.23,False
T3969,983.09,983.09,False
T3970,146.46,0.0,True
T3971,60.1,60.1,False
T3972,2242.48,2242.48,False
T3973,89.41,89.41,False
T3974,293.94,293.94,False
T3975,610.76,610.76,False
T3976,186.34,186.34,False
T3977,2314.18,2314.18,False
T3978,420.8,420.8,False
T3979,180.22,180.22,False
T3980,178.74,178.74,False
T3981,920.23,920.23,False
T3982,707.87,0.0,True
T3983,505.61,505.61,False
T3984,1092.23,1092.23,False
T3985,1142.6,1142.6,False
T3986,1302.79,1302.79,False
T3987,486.09,486.09,False
T3988,14.39,14.39,False
T3989,102.0,102.0,False
T3990,56.29,0.0,True
T3991,49.8,49.8,False
T3992,122.35,122.35,False
T3993,71.59,71.59,False
T3994,199.04,199.04,False
T3995,192.71,192.71,False
T3996,174.76,174.76,False
T3997,385.69,385.69,False
T3998,912.72,912.72,False
T3999,66.57,66.57,False
T4000,144.18,144.18,False
T4001,475.64,475.64,False
T4002,526.95,526.95,False
T4003,275.07,275.07,False
T4004,782.77,782.77,False
T4005,167.27,167.27,False
T4006,34.48,34.48,False
T4007,561.86,561.86,False
T4008,408.63,408.63,False
T4009,367.91,367.91,False
T4010,156.44,156.44,False
T4011,23.45,23.45,False
T4012,477.97,477.97,False
T4013,596.35,596.35,False
T4014,4451.04,4451.04,False
T4015,150.85,150.85,False
T4016,12.91,12.91,False
T4017,457.18,457.18,False
T4018,1378.11,1378.11,False
T4019,697.46,385.3,True
T4020,496.36,496.36,False
T4021,72.62,72.62,False
T4022,370.76,370.76,False
T4023,1719.32,1719.32,False
T4024,29.86,29.86,False
T4025,784.24,784.24,False
T4026,514.45,514.45,False
T4027,181.85,181.85,False
T4028,309.04,309.04,False
T4029,445.54,445.54,False
T4030,316.76,316.76,False
T4031,58.11,0.0,True
T4032,95.58,0.0,True
T4033,1259.32,1259.32,False
T4034,41.72,41.72,False
T4035,67.43,67.43,False
T4036,112.74,112.74,False
T4037,443.25,0.0,True
T4038,440.98,440.98,False
T4039,429.07,429.07,False
T4040,1522.4,1522.4,False
T4041,25.75,0.0,True
T4042,263.59,263.59,False
T4043,1365.16,1365.16,False
T4044,397.45,397.45,False
T4045,691.86,691.86,False
T4046,290.46,290.46,False
T4047,130.59,130.59,False
T4048,8.15,8.15,False
T4049,200.38,0.0,True
T4050,302.13,302.13,False
T4051,310.21,310.21,False
T4052,389.46,389.46,False
T4053,143.33,143.33,False
T4054,370.05,344.66,True
T4055,42.44,42.44,False
T4056,74.13,74.13,False
T4057,429.33,429.33,False
T4058,1648.66,1648.66,False
T4059,363.27,363.27,False
T4060,211.61,211.61,False
T4061,294.82,294.82,False
T4062,793.3,793.3,False
T4063,548.28,548.28,False
T4064,1148.91,1531.57,True
T4065,1618.54,1618.54,False
T4066,578.89,578.89,False
T4067,104.73,104.73,False
T4068,479.86,0.0,True
T4069,199.85,199.85,False
T4070,474.32,474.32,False
T4071,427.47,427.47,False
T4072,313.54,313.54,False
T4073,506.05,506.05,False
T4074,644.69,644.69,False
T4075,230.23,248.93,True
T4076,31.35,31.35,False
T4077,35.8,35.8,False
T4078,232.22,232.22,False
T4079,412.18,412.18,False
T4080,311.57,311.57,False
T4081,267.17,267.17,False
T4082,756.33,756.33,False
T4083,242.65,0.0,True
T4084,2207.26,2207.26,False
T4085,571.91,571.91,False
T4086,553.0,553.0,False
T4087,277.87,277.87,False
T4088,529.67,529.67,False
T4089,402.82,402.82,False
T4090,285.35,285.35,False
T4091,78.25,78.25,False
T4092,2399.18,2399.18,False
T4093,249.14,249.14,False
T4094,46.62,46.62,False
T4095,220.84,220.84,False
T4096,494.14,494.14,False
T4097,75.99,75.99,False
T4098,870.62,870.62,False
T4099,95.32,134.54,True
T4100,254.69,254.69,False
T4101,651.55,0.0,True
T4102,842.98,842.98,False
T4103,571.94,0.0,True
T4104,168.51,168.51,False
T4105,679.9,679.9,False
T4106,1269.34,1269.34,False
T4107,80.04,80.04,False
T4108,426.14,426.14,False
T4109,337.76,337.76,False
T4110,43.02,43.02,False
T4111,763.18,780.79,True
T4112,332.82,332.82,False
T4113,103.18,103.18,False
T4114,943.11,943.11,False
T4115,47.35,47.35,False
T4116,1793.11,1793.11,False
T4117,132.83,132.83,False
T4118,993.72,993.72,False
T4119,59.15,0.0,True
T4120,297.21,297.21,False
T4121,1156.57,1156.57,False
T4122,1881.81,1881.81,False
T4123,174.2,174.2,False
T4124,638.61,638.61,False
T4125,263.95,263.95,False
T4126,1275.87,1275.87,False
T4127,662.4,662.4,False
T4128,448.55,448.55,False
T4129,1601.94,1601.94,False
T4130,34.84,34.84,False
T4131,538.29,538.29,False
T4132,509.77,509.77,False
T4133,294.51,294.51,False
T4134,828.87,828.87,False
T4135,89.63,89.63,False
T4136,207.04,207.04,False
T4137,33.45,33.45,False
T4138,1395.53,1395.53,False
T4139,78.5,78.5,False
T4140,517.79,517.79,False
T4141,864.27,864.27,False
T4142,233.96,0.0,True
T4143,267.45,267.45,False
T4144,10.28,10.28,False
T4145,260.67,260.67,False
T4146,376.81,376.81,False
T4147,150.51,150.51,False
T4148,15.17,15.17,False
T4149,864.18,864.18,False
T4150,243.4,243.4,False
T4151,473.87,473.87,False
T4152,378.28,0.0,True
T4153,363.92,0.0,True
T4154,309.0,309.0,False
T4155,293.41,293.41,False
T4156,84.85,84.85,False
T4157,239.36,0.0,True
T4158,312.34,312.34,False
T4159,119.21,119.21,False
T4160,1116.55,1116.55,False
T4161,119.25,119.25,False
T4162,574.6,574.6,False
T4163,384.79,0.0,True
T4164,900.89,900.89,False
T4165,42.99,42.99,False
T4166,95.89,95.89,False
T4167,1083.53,1083.53,False
T4168,47.31,0.0,True
T4169,50.57,42.13,True
T4170,420.89,420.89,False
T4171,321.77,321.77,False
T4172,174.13,174.13,False
T4173,587.33,587.33,False
T4174,27.18,0.0,True
T4175,374.6,374.6,False
T4176,98.5,98.5,False
T4177,101.44,101.44,False
T4178,310.07,310.07,False
T4179,749.49,749.49,False
T4180,482.1,482.1,False
T4181,1712.39,1369.39,True
T4182,1753.88,1753.88,False
T4183,513.1,513.1,False
T4184,682.42,682.42,False
T4185,182.38,265.99,True
T4186,522.9,522.9,False
T4187,174.67,174.67,False
T4188,2471.0,2471.0,False
T4189,16.14,16.14,False
T4190,611.61,611.61,False
T4191,425.7,425.7,False
T4192,523.54,523.54,False
T4193,58.88,58.88,False
T4194,675.51,675.51,False
T4195,634.63,634.63,False
T4196,897.55,897.55,False
T4197,1155.73,1155.73,False
T4198,283.53,283.53,False
T4199,10.33,10.33,False
T4200,134.47,134.47,False
T4201,1043.26,1043.26,False
T4202,460.95,0.0,True
T4203,237.2,237.2,False
T4204,408.95,408.95,False
T4205,110.72,110.72,False
T4206,81.26,81.26,False
T4207,117.57,0.0,True
T4208,302.78,302.78,False
T4209,457.36,0.0,True
T4210,1.12,1.12,False
T4211,290.33,290.33,False
T4212,118.94,118.94,False
T4213,482.08,482.08,False
T4214,406.43,406.43,False
T4215,380.3,380.3,False
T4216,1025.05,1025.05,False
T4217,134.2,134.2,False
T4218,268.58,0.0,True
T4219,225.44,225.44,False
T4220,205.39,205.39,False
T4221,168.81,168.81,False
T4222,1292.28,1292.28,False
T4223,76.37,76.37,False
T4224,16.3,16.3,False
T4225,761.29,761.29,False
T4226,711.79,711.79,False
T4227,65.41,65.41,False
T4228,369.59,369.59,False
T4229,857.12,857.12,False
T4230,667.57,667.57,False
T4231,259.12,259.12,False
T4232,231.82,231.82,False
T4233,346.27,346.27,False
T4234,425.57,425.57,False
T4235,216.99,216.99,False
T4236,712.26,712.26,False
T4237,3237.08,3237.08,False
T4238,33.72,33.72,False
T4239,1270.3,1270.3,False
T4240,553.18,553.18,False
T4241,12.19,0.0,True
T4242,834.57,834.57,False
T4243,457.73,457.73,False
T4244,305.11,305.11,False
T4245,947.75,947.75,False
T4246,411.11,0.0,True
T4247,621.09,621.09,False
T4248,489.94,489.94,False
T4249,407.85,407.85,False
T4250,1274.39,1274.39,False
T4251,165.75,165.75,False
T4252,1052.52,1052.52,False
T4253,521.48,521.48,False
T4254,593.26,593.26,False
T4255,1342.05,1342.05,False
T4256,1480.86,2180.78,True
T4257,16.77,16.77,False
T4258,1869.96,1550.76,True
T4259,62.84,62.84,False
T4260,94.54,0.0,True
T4261,755.44,755.44,False
T4262,77.02,77.02,False
T4263,626.84,0.0,True
T4264,1024.65,1024.65,False
T4265,1110.54,1110.54,False
T4266,125.38,125.38,False
T4267,187.92,187.92,False
T4268,236.28,156.41,True
T4269,97.45,97.45,False
T4270,1116.0,1116.0,False
T4271,313.12,313.12,False
T4272,102.13,102.13,False
T4273,273.66,273.66,False
T4274,376.39,376.39,False
T4275,266.85,272.5,True
T4276,1216.98,1216.98,False
T4277,520.9,0.0,True
T4278,1068.31,1068.31,False
T4279,246.9,0.0,True
T4280,607.35,607.35,False
T4281,275.95,275.95,False
T4282,2127.73,2127.73,False
T4283,585.76,585.76,False
T4284,304.99,304.99,False
T4285,56.76,56.76,False
T4286,264.89,264.89,False
T4287,1881.28,1881.28,False
T4288,84.99,84.99,False
T4289,710.12,710.12,False
T4290,1429.83,1429.83,False
T4291,465.14,465.14,False
T4292,49.42,49.42,False
T4293,225.6,225.6,False
T4294,349.06,349.06,False
T4295,278.92,278.92,False
T4296,934.03,934.03,False
T4297,880.28,880.28,False
T4298,627.29,627.29,False
T4299,478.82,478.82,False
T4300,28.0,28.0,False
T4301,1072.89,1575.82,True
T4302,806.7,806.7,False
T4303,68.18,68.18,False
T4304,1370.87,1370.87,False
T4305,36.72,36.72,False
T4306,1565.77,1565.77,False
T4307,236.71,236.71,False
T4308,816.11,816.11,False
T4309,102.64,0.0,True
T4310,258.15,258.15,False
T4311,398.13,398.13,False
T4312,135.51,135.51,False
T4313,83.92,83.92,False
T4314,1787.37,1787.37,False
T4315,389.27,389.27,False
T4316,118.67,118.67,False
T4317,27.19,27.19,False
T4318,609.37,609.37,False
T4319,32.49,32.49,False
T4320,781.98,781.98,False
T4321,318.2,318.2,False
T4322,377.42,377.42,False
T4323,677.42,677.42,False
T4324,269.73,269.73,False
T4325,481.51,481.51,False
T4326,1000.08,0.0,True
T4327,429.26,429.26,False
T4328,320.9,320.9,False
T4329,7.9,7.9,False
T4330,1131.77,1131.77,False
T4331,147.15,147.15,False
T4332,657.24,657.24,False
T4333,126.28,126.28,False
T4334,91.96,91.96,False
T4335,347.77,347.77,False
T4336,648.71,648.71,False
T4337,522.45,522.45,False
T4338,477.61,477.61,False
T4339,288.8,280.2,True
T4340,1051.5,1051.5,False
T4341,794.41,794.41,False
T4342,1395.29,1395.29,False
T4343,366.07,366.07,False
T4344,1205.64,1205.64,False
T4345,328.29,328.29,False
T4346,63.08,63.08,False
T4347,258.55,258.55,False
T4348,453.55,453.55,False
T4349,1405.77,1405.77,False
T4350,72.09,0.0,True
T4351,1408.46,1408.46,False
T4352,684.16,684.16,False
T4353,204.89,204.89,False
T4354,492.6,492.6,False
T4355,298.53,298.53,False
T4356,184.13,184.13,False
T4357,1465.71,1465.71,False
T4358,131.43,131.43,False
T4359,21.7,21.7,False
T4360,358.57,0.0,True
T4361,31.65,31.65,False
T4362,911.8,911.8,False
T4363,200.78,200.78,False
T4364,46.42,0.0,True
T4365,223.68,223.68,False
T4366,605.1,605.1,False
T4367,129.15,129.15,False
T4368,329.87,329.87,False
T4369,96.65,96.65,False
T4370,232.3,232.3,False
T4371,924.29,924.29,False
T4372,492.49,492.49,False
T4373,597.79,597.79,False
T4374,494.06,494.06,False
T4375,83.15,83.15,False
T4376,116.36,116.36,False
T4377,199.67,199.67,False
T4378,425.1,425.1,False
T4379,616.54,616.54,False
T4380,446.11,446.11,False
T4381,225.79,0.0,True
T4382,403.64,403.64,False
T4383,604.46,604.46,False
T4384,703.56,703.56,False
T4385,45.68,0.0,True
T4386,309.08,309.08,False
T4387,199.23,199.23,False
T4388,156.98,156.98,False
T4389,175.56,175.56,False
T4390,537.13,0.0,True
T4391,124.27,124.27,False
T4392,92.12,92.12,False
T4393,212.38,212.38,False
T4394,182.24,182.24,False
T4395,204.41,204.41,False
T4396,1835.86,1835.86,False
T4397,340.19,340.19,False
T4398,615.64,615.64,False
T4399,242.29,0.0,True
T4400,268.29,268.29,False
T4401,1277.9,0.0,True
T4402,527.95,527.95,False
T4403,690.86,0.0,True
T4404,35.45,35.45,False
T4405,43.55,43.55,False
T4406,354.56,354.56,False
T4407,129.04,129.04,False
T4408,57.22,57.22,False
T4409,136.24,0.0,True
T4410,77.49,77.49,False
T4411,586.58,586.58,False
T4412,4.72,4.72,False
T4413,707.75,707.75,False
T4414,46.26,46.26,False
T4415,66.76,66.76,False
T4416,232.59,232.59,False
T4417,1298.13,1298.13,False
T4418,188.63,0.0,True
T4419,371.28,371.28,False
T4420,25.94,25.94,False
T4421,1011.83,1011.83,False
T4422,707.93,707.93,False
T4423,573.93,573.93,False
T4424,621.62,621.62,False
T4425,125.11,125.11,False
T4426,424.61,424.61,False
T4427,1265.79,1265.79,False
T4428,161.99,81.48,True
T4429,236.92,144.22,True
T4430,435.35,0.0,True
T4431,259.87,259.87,False
T4432,1276.85,1276.85,False
T4433,1042.75,1042.75,False
T4434,227.15,227.15,False
T4435,405.26,405.26,False
T4436,774.34,0.0,True
T4437,426.12,213.85,True
T4438,594.26,594.26,False
T4439,1448.56,1448.56,False
T4440,245.49,163.34,True
T4441,180.1,180.1,False
T4442,22.34,22.34,False
T4443,856.88,856.88,False
T4444,133.24,133.24,False
T4445,895.59,895.59,False
T4446,69.53,87.89,True
T4447,444.32,444.32,False
T4448,919.54,919.54,False
T4449,10.81,0.0,True
T4450,89.53,89.53,False
T4451,335.37,335.37,False
T4452,1437.23,1437.23,False
T4453,371.39,371.39,False
T4454,181.71,181.71,False
T4455,1136.01,0.0,True
T4456,2.67,2.67,False
T4457,469.51,469.51,False
T4458,1348.82,1348.82,False
T4459,237.71,237.71,False
T4460,593.22,593.22,False
T4461,466.96,466.96,False
T4462,12.98,12.98,False
T4463,598.95,598.95,False
T4464,645.66,645.66,False
T4465,53.04,0.0,True
T4466,257.69,257.69,False
T4467,77.42,77.42,False
T4468,588.61,588.61,False
T4469,43.77,43.77,False
T4470,314.45,314.45,False
T4471,800.55,0.0,True
T4472,320.65,0.0,True
T4473,395.62,278.26,True
T4474,950.21,0.0,True
T4475,162.13,162.13,False
T4476,744.09,744.09,False
T4477,1041.98,1041.98,False
T4478,181.47,181.47,False
T4479,8.14,8.14,False
T4480,810.83,810.83,False
T4481,657.9,657.9,False
T4482,182.03,182.03,False
T4483,491.58,491.58,False
T4484,207.84,207.84,False
T4485,112.96,112.96,False
T4486,215.25,215.25,False
T4487,63.32,63.32,False
T4488,547.87,547.87,False
T4489,5.5,5.5,False
T4490,253.77,253.77,False
T4491,245.41,245.41,False
T4492,149.14,0.0,True
T4493,26.64,26.64,False
T4494,336.85,0.0,True
T4495,222.51,196.19,True
T4496,184.89,184.89,False
T4497,342.95,342.95,False
T4498,886.27,886.27,False
T4499,1219.95,1219.95,False
T4500,178.3,178.3,False
T4501,725.28,725.28,False
T4502,152.1,152.1,False
T4503,22.74,0.0,True
T4504,52.2,52.2,False
T4505,26.23,26.23,False
T4506,657.37,657.37,False
T4507,474.7,474.7,False
T4508,47.34,47.34,False
T4509,132.06,132.06,False
T4510,702.25,775.31,True
T4511,512.32,512.32,False
T4512,790.56,790.56,False
T4513,32.58,32.58,False
T4514,665.36,665.36,False
T4515,75.84,75.84,False
T4516,129.19,129.19,False
T4517,389.38,389.38,False
T4518,1137.8,1137.8,False
T4519,495.69,495.69,False
T4520,619.1,619.1,False
T4521,78.18,78.18,False
T4522,518.06,518.06,False
T4523,793.04,793.04,False
T4524,679.09,679.09,False
T4525,600.58,600.58,False
T4526,658.85,658.85,False
T4527,360.96,360.96,False
T4528,583.57,583.57,False
T4529,242.76,242.76,False
T4530,709.41,709.41,False
T4531,742.82,742.82,False
T4532,5.61,5.61,False
T4533,260.89,260.89,False
T4534,263.74,263.74,False
T4535,105.19,105.19,False
T4536,503.88,503.88,False
T4537,250.93,250.93,False
T4538,118.41,118.41,False
T4539,545.49,545.49,False
T4540,608.3,396.42,True
T4541,65.56,0.0,True
T4542,592.03,592.03,False
T4543,244.44,244.44,False
T4544,533.25,533.25,False
T4545,314.61,314.61,False
T4546,614.83,614.83,False
T4547,193.12,193.12,False
T4548,232.0,232.0,False
T4549,810.42,810.42,False
T4550,498.14,0.0,True
T4551,139.46,139.46,False
T4552,205.15,205.15,False
T4553,283.49,283.49,False
T4554,221.87,221.87,False
T4555,278.17,0.0,True
T4556,271.3,271.3,False
T4557,744.17,744.17,False
T4558,815.02,815.02,False
T4559,135.5,135.5,False
T4560,271.71,271.71,False
T4561,74.59,74.59,False
T4562,277.59,277.59,False
T4563,54.67,0.0,True
T4564,116.73,0.0,True
T4565,240.56,240.56,False
T4566,5.51,5.51,False
T4567,293.71,293.71,False
T4568,824.31,824.31,False
T4569,293.17,293.17,False
T4570,305.56,305.56,False
T4571,167.84,167.84,False
T4572,1067.05,1067.05,False
T4573,223.38,223.38,False
T4574,1699.85,1699.85,False
T4575,46.5,46.5,False
T4576,101.66,101.66,False
T4577,76.41,76.41,False
T4578,582.09,582.09,False
T4579,867.71,554.61,True
T4580,803.6,803.6,False
T4581,866.55,866.55,False
T4582,520.27,520.27,False
T4583,321.26,321.26,False
T4584,357.91,357.91,False
T4585,31.35,31.35,False
T4586,773.58,773.58,False
T4587,369.96,369.96,False
T4588,339.93,339.93,False
T4589,513.55,513.55,False
T4590,8.82,8.82,False
T4591,850.41,850.41,False
T4592,276.81,276.81,False
T4593,1882.68,1882.68,False
T4594,11.93,11.93,False
T4595,832.24,832.24,False
T4596,440.7,440.7,False
T4597,1209.3,1209.3,False
T4598,575.61,441.28,True
T4599,117.41,158.49,True
T4600,1645.05,1645.05,False
T4601,1105.47,1149.23,True
T4602,126.28,0.0,True
T4603,33.47,33.47,False
T4604,441.12,441.12,False
T4605,292.81,292.81,False
T4606,678.13,0.0,True
T4607,26.24,26.24,False
T4608,419.99,419.99,False
T4609,393.98,393.98,False
T4610,148.56,148.56,False
T4611,739.91,739.91,False
T4612,443.56,443.56,False
T4613,262.83,0.0,True
T4614,97.45,97.45,False
T4615,787.39,602.24,True
T4616,152.57,152.57,False
T4617,791.53,791.53,False
T4618,58.08,63.3,True
T4619,339.62,0.0,True
T4620,923.67,923.67,False
T4621,96.45,96.45,False
T4622,838.32,838.32,False
T4623,78.21,78.21,False
T4624,1215.78,1215.78,False
T4625,1328.74,1328.74,False
T4626,333.42,333.42,False
T4627,917.13,917.13,False
T4628,1493.89,1493.89,False
T4629,70.71,40.01,True
T4630,8.13,8.13,False
T4631,303.58,303.58,False
T4632,1142.33,1142.33,False
T4633,493.77,493.77,False
T4634,483.51,0.0,True
T4635,1167.54,1167.54,False
T4636,48.01,48.01,False
T4637,190.05,190.05,False
T4638,206.87,206.87,False
T4639,405.87,405.87,False
T4640,146.32,146.32,False
